Num Epochs,Output Dim,Margin,Batch Size,Accuracy,Precision,Recall,F1
1000,10,1,16,0.9775,0.977522752,0.977486937,0.977498734
1000,10,1,32,0.96,0.959999,0.959999,0.959999
1000,10,1,64,0.915,0.915196998,0.914947874,0.914980871
1000,10,3,16,0.9675,0.967637055,0.967461687,0.967494921
1000,10,3,32,0.96,0.960141032,0.960049001,0.959999
1000,10,3,64,0.935,0.935060389,0.934973374,0.934993499
1000,10,5,16,0.98,0.980070516,0.979974499,0.979998
1000,10,5,32,0.965,0.965024126,0.965024126,0.965
1000,10,5,64,0.9625,0.962635054,0.962461562,0.96249414
1000,50,1,16,0.975,0.975069391,0.974974374,0.9749975
1000,50,1,32,0.9675,0.967521752,0.967486687,0.967498172
1000,50,1,64,0.935,0.936682483,0.934848371,0.934920277
1000,50,3,16,0.975,0.974999375,0.974999375,0.974999375
1000,50,3,32,0.9775,0.977522752,0.977486937,0.977498734
1000,50,3,64,0.945,0.945062639,0.944973624,0.944994499
1000,50,5,16,0.9775,0.9775,0.977511938,0.977499859
1000,50,5,32,0.9825,0.982643057,0.982462062,0.982497265
1000,50,5,64,0.9625,0.9625,0.962511563,0.962499766
1000,100,1,16,0.9725,0.9725,0.972511813,0.972499828
1000,100,1,32,0.965,0.964999125,0.964999125,0.964999125
1000,100,1,64,0.95,0.950138781,0.950048751,0.94999875
1000,100,3,16,0.9725,0.972639056,0.972461812,0.972495702
1000,100,3,32,0.97,0.96999925,0.96999925,0.96999925
1000,100,3,64,0.9625,0.962635054,0.962461562,0.96249414
1000,100,5,16,0.9825,0.982643057,0.982462062,0.982497265
1000,100,5,32,0.9825,0.982523252,0.982487062,0.982499016
1000,100,5,64,0.97,0.970068265,0.969974249,0.969997
2000,10,1,16,0.9775,0.9775,0.977511938,0.977499859
2000,10,1,32,0.985,0.985071641,0.984974624,0.9849985
2000,10,1,64,0.9675,0.967637055,0.967461687,0.967494921
2000,10,3,16,0.985,0.985071641,0.984974624,0.9849985
2000,10,3,32,0.98,0.980070516,0.979974499,0.979998
2000,10,3,64,0.9725,0.9725,0.972511813,0.972499828
2000,10,5,16,0.9875,0.9875,0.987512188,0.987499922
2000,10,5,32,0.98,0.9799995,0.9799995,0.9799995
2000,10,5,64,0.99,0.990243902,0.989949749,0.989997749
2000,50,1,16,0.9875,0.987864078,0.987437186,0.987496171
2000,50,1,32,0.9825,0.982523252,0.982487062,0.982499016
2000,50,1,64,0.9575,0.9575,0.957511438,0.957499734
2000,50,3,16,0.9775,0.9775,0.977511938,0.977499859
2000,50,3,32,0.9875,0.987645058,0.987462187,0.987498047
2000,50,3,64,0.975,0.975069391,0.974974374,0.9749975
2000,50,5,16,0.98,0.9799995,0.9799995,0.9799995
2000,50,5,32,0.99,0.990243902,0.989949749,0.989997749
2000,50,5,64,0.985,0.985240775,0.984949624,0.984996624
2000,100,1,16,0.98,0.9799995,0.9799995,0.9799995
2000,100,1,32,0.9775,0.9775,0.977511938,0.977499859
2000,100,1,64,0.98,0.980237649,0.979949499,0.979995499
2000,100,3,16,0.98,0.9799995,0.9799995,0.9799995
2000,100,3,32,0.9775,0.977522752,0.977486937,0.977498734
2000,100,3,64,0.98,0.9799995,0.9799995,0.9799995
2000,100,5,16,0.98,0.9799995,0.9799995,0.9799995
2000,100,5,32,0.9775,0.9775,0.977511938,0.977499859
2000,100,5,64,0.9725,0.972522252,0.972486812,0.972498453
3000,10,1,16,0.99,0.990072766,0.989974749,0.989999
3000,10,1,32,0.985,0.985071641,0.984974624,0.9849985
3000,10,1,64,0.98,0.9799995,0.9799995,0.9799995
3000,10,3,16,0.985,0.984999625,0.984999625,0.984999625
3000,10,3,32,0.9825,0.9825,0.982512063,0.982499891
3000,10,3,64,0.985,0.985071641,0.984974624,0.9849985
3000,10,5,16,0.975,0.975024376,0.975024376,0.975
3000,10,5,32,0.9825,0.982523252,0.982487062,0.982499016
3000,10,5,64,0.9875,0.987864078,0.987437186,0.987496171
3000,50,1,16,0.9875,0.987645058,0.987462187,0.987498047
3000,50,1,32,0.985,0.985071641,0.984974624,0.9849985
3000,50,1,64,0.98,0.9799995,0.9799995,0.9799995
3000,50,3,16,0.98,0.980024501,0.980024501,0.98
3000,50,3,32,0.9875,0.987523752,0.987487187,0.987499297
3000,50,3,64,0.985,0.985071641,0.984974624,0.9849985
3000,50,5,16,0.9875,0.987645058,0.987462187,0.987498047
3000,50,5,32,0.9875,0.987645058,0.987462187,0.987498047
3000,50,5,64,0.9775,0.977522752,0.977486937,0.977498734
3000,100,1,16,0.9875,0.987645058,0.987462187,0.987498047
3000,100,1,32,0.985,0.985071641,0.984974624,0.9849985
3000,100,1,64,0.985,0.985071641,0.984974624,0.9849985
3000,100,3,16,0.9825,0.982523252,0.982487062,0.982499016
3000,100,3,32,0.9875,0.987864078,0.987437186,0.987496171
3000,100,3,64,0.9825,0.982523252,0.982487062,0.982499016
3000,100,5,16,0.985,0.984999625,0.984999625,0.984999625
3000,100,5,32,0.975,0.974999375,0.974999375,0.974999375
3000,100,5,64,0.9825,0.982523252,0.982487062,0.982499016
