0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Label
0.062467039,-0.221173093,0.007531471,0.013663489,0.150951549,0.003233291,-0.191749677,0.512271225,-0.751577318,-0.570203364,0.17628552,0.001267104,0.033450242,-0.463329285,2.14E-05,-0.003706248,0.000359637,0.035434842,-0.929573715,-0.28226772,0.000150816,-0.001259406,0.95643568,-0.446797818,-1.23E-07,0.975174963,-0.147611961,-0.257177472,0.108112283,-0.001701865,0.023660375,0.034120284,-0.056512691,0.002238625,-0.990546525,-0.244780228,0.610622406,-0.170107707,-0.446192145,0.057453532,0.004852383,0.040217612,-0.96838969,0.508618176,0.285845429,-0.126569748,0.030536979,0.045696314,0.004117344,-0.005403463,-0.038887169,-7.92E-09,0.060061023,0.082830012,5.31E-08,-0.051027611,0.004527714,0.008952551,-0.093758635,0.17157197,0.240821749,0.521047056,0.919456899,0.020962305,2.31E-05,-0.652555466,0.000810997,-0.03470853,-0.00202974,-0.737747848,-0.001235978,-1.04E-09,-0.874264061,5.29E-06,0.045387674,-0.670843601,-0.000859443,0.025690427,0.989397585,0.006217746,-0.028013218,-0.042929754,-0.851779819,0.887864232,-0.000475512,6.26E-05,0.051661033,0.005135552,0.671720803,-0.171493158,2.12E-07,-0.120589793,8.01E-06,-0.000516983,-4.86E-06,-0.002626896,-0.928123176,0.000561859,0.922548592,0.041808911,58
0.052786902,-0.240712196,0.007184731,0.012848641,0.144800916,0.003053062,-0.208051085,0.517129362,-0.754490316,-0.599820495,0.2337493,0.001329734,0.032841817,-0.485118896,2.14E-05,-0.004155627,-2.63E-05,0.066235967,-0.918485045,-0.285741091,0.000155887,-0.001194492,0.953937948,-0.448598623,-1.40E-07,0.977861583,-0.2417081,-0.270952463,0.112715669,-0.001641554,0.029197022,0.037199419,-0.05684147,0.003032095,-0.989545643,-0.269049257,0.611826599,-0.18252556,-0.43304956,0.053555679,0.004893518,0.043824274,-0.96999979,0.535023093,0.325243503,-0.009315894,0.035245042,0.04690269,-0.00445543,-0.005381556,-0.041220177,-9.16E-09,0.062253304,0.081453502,6.31E-08,-0.053664099,0.004415407,0.008906867,-0.101611227,0.283049017,0.208694965,0.509731591,0.92377454,0.020116907,2.49E-05,-0.655373275,0.001036848,-0.042730074,-0.00171368,-0.798830986,-0.001098896,-1.12E-09,-0.872857034,5.18E-06,0.049495224,-0.657850504,-0.000919129,0.020561308,0.991351366,0.006468387,-0.027498832,-0.043448772,-0.868499696,0.931237876,-0.000637772,5.26E-05,0.056644686,0.005836339,0.658322632,-0.165981635,1.54E-07,-0.117891327,4.54E-06,-0.000571323,-4.21E-06,-0.002623529,-0.932270348,0.000510835,0.913865983,0.041971114,58
0.009247736,-0.254282564,0.003297767,0.018981567,0.132338479,0.00209737,-0.32376498,0.018411323,-0.687993884,-0.807063699,0.525303125,0.000182254,0.044003464,-0.712188244,7.27E-06,0.002283487,-0.001354802,0.963817894,-0.927411377,-0.355755657,2.22E-05,-0.001842704,0.952332318,-0.402574122,-3.80E-10,0.981606483,-0.258013427,-0.475157529,0.276049703,-0.002142938,0.077505842,0.084131636,-0.053708006,-0.002733256,-0.999637425,-0.259824365,0.687508523,-0.515826583,-0.427282065,0.097982548,-0.008209174,0.088006496,-0.968228638,0.873183727,0.562628865,-0.492668897,0.094510615,0.068669617,-0.079112843,0.000294108,-0.204005435,-5.63E-11,0.066336699,0.137798682,1.23E-11,-0.064193569,0.00132253,0.006865956,-0.368336409,0.626165092,0.203493729,0.52596873,0.734080255,0.285745263,3.35E-06,-0.858484149,0.000273807,-0.953701437,-0.433166653,-0.992352664,-0.000504014,8.03E-09,-0.82728821,1.75E-06,0.060330715,-0.658840418,-0.109022893,0.038459606,0.996980786,0.033923708,-0.0234979,-0.022208873,-0.78718245,0.954367161,-0.079524472,-1.40E-05,0.003004037,0.049981374,0.760280728,-0.176358551,6.49E-09,-0.13250339,8.11E-06,-0.001328888,-1.13E-07,-0.002729487,-0.968376756,8.91E-05,0.427693874,0.011832815,58
0.062467039,-0.221173093,0.007531471,0.013663489,0.150951549,0.003233291,-0.191749677,0.512271225,-0.751577318,-0.570203364,0.17628552,0.001267104,0.033450242,-0.463329285,2.14E-05,-0.003706248,0.000359637,0.035434842,-0.929573715,-0.28226772,0.000150816,-0.001259406,0.95643568,-0.446797818,-1.23E-07,0.975174963,-0.147611961,-0.257177472,0.108112283,-0.001701865,0.023660375,0.034120284,-0.056512691,0.002238625,-0.990546525,-0.244780228,0.610622406,-0.170107707,-0.446192145,0.057453532,0.004852383,0.040217612,-0.96838969,0.508618176,0.285845429,-0.126569748,0.030536979,0.045696314,0.004117344,-0.005403463,-0.038887169,-7.92E-09,0.060061023,0.082830012,5.31E-08,-0.051027611,0.004527714,0.008952551,-0.093758635,0.17157197,0.240821749,0.521047056,0.919456899,0.020962305,2.31E-05,-0.652555466,0.000810997,-0.03470853,-0.00202974,-0.737747848,-0.001235978,-1.04E-09,-0.874264061,5.29E-06,0.045387674,-0.670843601,-0.000859443,0.025690427,0.989397585,0.006217746,-0.028013218,-0.042929754,-0.851779819,0.887864232,-0.000475512,6.26E-05,0.051661033,0.005135552,0.671720803,-0.171493158,2.12E-07,-0.120589793,8.01E-06,-0.000516983,-4.86E-06,-0.002626896,-0.928123176,0.000561859,0.922548592,0.041808911,58
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.058572248,-0.230192095,0.008245432,0.015166787,0.152254879,0.002297112,-0.200677082,0.507376254,-0.765200198,-0.612636626,0.21251972,0.001182485,0.033553399,-0.48488307,1.94E-05,-0.004869086,-0.00016519,0.045282923,-0.925232887,-0.28635484,0.00014903,-0.001177164,0.955312729,-0.444525242,-1.42E-07,0.9802953,-0.249373779,-0.269280046,0.110742092,-0.001638248,0.028313559,0.040689394,-0.058399089,0.003279895,-0.988527715,-0.251312077,0.623256505,-0.197605237,-0.448001295,0.053644035,0.004901825,0.045967735,-0.968492925,0.537845731,0.303700536,0.058583204,0.033057857,0.043945543,-0.012878121,-0.005902552,-0.04071568,-6.68E-09,0.060108937,0.083329313,6.39E-08,-0.05301524,0.004363775,0.008360416,-0.09411864,0.326874703,0.184438065,0.519851267,0.920187473,0.020521574,2.63E-05,-0.658742607,0.001131713,-0.040464692,-0.002047481,-0.821312308,-0.001184117,-1.07E-09,-0.87603122,5.61E-06,0.044739477,-0.663367927,-0.001141911,0.018348571,0.98848027,0.006685788,-0.027615407,-0.043935288,-0.868121862,0.942900121,-0.000611896,6.52E-05,0.054923568,0.0060357,0.665458739,-0.179584533,1.80E-07,-0.121484399,2.18E-06,-0.000677623,-4.42E-06,-0.00274034,-0.934178889,0.000571055,0.914734066,0.043982942,58
