0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Label
0.049228951,-0.249623895,0.006337661,0.009566805,0.1455127,0.002856965,-0.211999923,0.521921158,-0.743508637,-0.620223284,0.254022926,0.001402387,0.031639691,-0.489629924,2.23E-05,-0.002444725,-2.73E-07,0.069897994,-0.920438051,-0.285344601,0.000192016,-0.001173917,0.952442229,-0.450833946,-1.46E-07,0.976318657,-0.257218719,-0.270271569,0.10656286,-0.001610245,0.026090197,0.030829785,-0.057292961,0.002552293,-0.989830017,-0.258203447,0.588428497,-0.186944976,-0.417546242,0.054851245,0.003702687,0.043942429,-0.97059685,0.530573487,0.319505811,0.026339615,0.038611419,0.050452363,3.47E-05,-0.005885664,-0.037534028,-6.83E-09,0.063476019,0.07677155,5.29E-08,-0.055333316,0.004093874,0.010486543,-0.096185207,0.264282137,0.206482053,0.528247952,0.928551972,0.018226245,2.71E-05,-0.631934047,0.00107317,-0.041850876,-0.001538101,-0.775995672,-0.001156208,-1.09E-09,-0.869056463,4.55E-06,0.045016676,-0.655477643,-0.000798393,0.019300947,0.992249966,0.006444634,-0.030563975,-0.036150657,-0.859306693,0.930273712,-0.000699829,3.82E-05,0.050204173,0.005680209,0.653553665,-0.187524483,1.50E-07,-0.117815629,6.40E-06,-0.000578114,-4.11E-06,-0.002794438,-0.931954265,0.00043959,0.910841107,0.040849652,58
0.052786902,-0.240712196,0.007184731,0.012848641,0.144800916,0.003053062,-0.208051085,0.517129362,-0.754490316,-0.599820495,0.2337493,0.001329734,0.032841817,-0.485118896,2.14E-05,-0.004155627,-2.63E-05,0.066235967,-0.918485045,-0.285741091,0.000155887,-0.001194492,0.953937948,-0.448598623,-1.40E-07,0.977861583,-0.2417081,-0.270952463,0.112715669,-0.001641554,0.029197022,0.037199419,-0.05684147,0.003032095,-0.989545643,-0.269049257,0.611826599,-0.18252556,-0.43304956,0.053555679,0.004893518,0.043824274,-0.96999979,0.535023093,0.325243503,-0.009315894,0.035245042,0.04690269,-0.00445543,-0.005381556,-0.041220177,-9.16E-09,0.062253304,0.081453502,6.31E-08,-0.053664099,0.004415407,0.008906867,-0.101611227,0.283049017,0.208694965,0.509731591,0.92377454,0.020116907,2.49E-05,-0.655373275,0.001036848,-0.042730074,-0.00171368,-0.798830986,-0.001098896,-1.12E-09,-0.872857034,5.18E-06,0.049495224,-0.657850504,-0.000919129,0.020561308,0.991351366,0.006468387,-0.027498832,-0.043448772,-0.868499696,0.931237876,-0.000637772,5.26E-05,0.056644686,0.005836339,0.658322632,-0.165981635,1.54E-07,-0.117891327,4.54E-06,-0.000571323,-4.21E-06,-0.002623529,-0.932270348,0.000510835,0.913865983,0.041971114,58
0.031330127,-0.217971385,0.00770493,0.008786017,0.186533943,0.00126874,-0.203571096,0.338893652,-0.765223861,-0.64467603,0.243574873,0.000673564,0.04098228,-0.516415417,1.43E-05,-0.003891158,0.000141179,0.085477911,-0.912514091,-0.287808418,0.00019367,-0.001353805,0.951420188,-0.474053353,-4.04E-08,0.983741164,-0.252818704,-0.282489508,0.121812627,-0.001239931,0.003048826,0.040548451,-0.052798059,-0.000307993,-0.995913506,-0.255633295,0.565561056,-0.271798044,-0.389209837,0.08708486,-0.007452219,0.048344471,-0.961915553,0.641479969,0.468752146,-0.219407007,0.029362628,0.052212194,-0.014497794,-0.007083522,-0.084778853,-3.84E-09,0.049483262,0.111626297,1.21E-08,-0.055301767,0.003002568,0.024161359,-0.103879832,0.045842409,0.244395062,0.641891956,0.886246145,0.015089543,1.60E-05,-0.71120882,0.000673886,-0.099175833,-0.000356168,-0.815209925,-0.001784621,-2.62E-10,-0.87686336,4.26E-06,0.053125881,-0.66591835,-0.004531443,0.047387678,0.995505929,0.009337468,-0.029781794,-0.00795924,-0.755436361,0.843176603,-0.002790477,0.000115309,0.033127412,0.010846775,0.675817728,-0.190177053,5.15E-08,-0.143505573,7.26E-05,-0.001057295,-2.25E-06,-0.004046698,-0.950404644,0.000572955,0.83029139,0.027195532,58
0.031330127,-0.217971385,0.00770493,0.008786017,0.186533943,0.00126874,-0.203571096,0.338893652,-0.765223861,-0.64467603,0.243574873,0.000673564,0.04098228,-0.516415417,1.43E-05,-0.003891158,0.000141179,0.085477911,-0.912514091,-0.287808418,0.00019367,-0.001353805,0.951420188,-0.474053353,-4.04E-08,0.983741164,-0.252818704,-0.282489508,0.121812627,-0.001239931,0.003048826,0.040548451,-0.052798059,-0.000307993,-0.995913506,-0.255633295,0.565561056,-0.271798044,-0.389209837,0.08708486,-0.007452219,0.048344471,-0.961915553,0.641479969,0.468752146,-0.219407007,0.029362628,0.052212194,-0.014497794,-0.007083522,-0.084778853,-3.84E-09,0.049483262,0.111626297,1.21E-08,-0.055301767,0.003002568,0.024161359,-0.103879832,0.045842409,0.244395062,0.641891956,0.886246145,0.015089543,1.60E-05,-0.71120882,0.000673886,-0.099175833,-0.000356168,-0.815209925,-0.001784621,-2.62E-10,-0.87686336,4.26E-06,0.053125881,-0.66591835,-0.004531443,0.047387678,0.995505929,0.009337468,-0.029781794,-0.00795924,-0.755436361,0.843176603,-0.002790477,0.000115309,0.033127412,0.010846775,0.675817728,-0.190177053,5.15E-08,-0.143505573,7.26E-05,-0.001057295,-2.25E-06,-0.004046698,-0.950404644,0.000572955,0.83029139,0.027195532,58
0.009247736,-0.254282564,0.003297767,0.018981567,0.132338479,0.00209737,-0.32376498,0.018411323,-0.687993884,-0.807063699,0.525303125,0.000182254,0.044003464,-0.712188244,7.27E-06,0.002283487,-0.001354802,0.963817894,-0.927411377,-0.355755657,2.22E-05,-0.001842704,0.952332318,-0.402574122,-3.80E-10,0.981606483,-0.258013427,-0.475157529,0.276049703,-0.002142938,0.077505842,0.084131636,-0.053708006,-0.002733256,-0.999637425,-0.259824365,0.687508523,-0.515826583,-0.427282065,0.097982548,-0.008209174,0.088006496,-0.968228638,0.873183727,0.562628865,-0.492668897,0.094510615,0.068669617,-0.079112843,0.000294108,-0.204005435,-5.63E-11,0.066336699,0.137798682,1.23E-11,-0.064193569,0.00132253,0.006865956,-0.368336409,0.626165092,0.203493729,0.52596873,0.734080255,0.285745263,3.35E-06,-0.858484149,0.000273807,-0.953701437,-0.433166653,-0.992352664,-0.000504014,8.03E-09,-0.82728821,1.75E-06,0.060330715,-0.658840418,-0.109022893,0.038459606,0.996980786,0.033923708,-0.0234979,-0.022208873,-0.78718245,0.954367161,-0.079524472,-1.40E-05,0.003004037,0.049981374,0.760280728,-0.176358551,6.49E-09,-0.13250339,8.11E-06,-0.001328888,-1.13E-07,-0.002729487,-0.968376756,8.91E-05,0.427693874,0.011832815,58
0.062467039,-0.221173093,0.007531471,0.013663489,0.150951549,0.003233291,-0.191749677,0.512271225,-0.751577318,-0.570203364,0.17628552,0.001267104,0.033450242,-0.463329285,2.14E-05,-0.003706248,0.000359637,0.035434842,-0.929573715,-0.28226772,0.000150816,-0.001259406,0.95643568,-0.446797818,-1.23E-07,0.975174963,-0.147611961,-0.257177472,0.108112283,-0.001701865,0.023660375,0.034120284,-0.056512691,0.002238625,-0.990546525,-0.244780228,0.610622406,-0.170107707,-0.446192145,0.057453532,0.004852383,0.040217612,-0.96838969,0.508618176,0.285845429,-0.126569748,0.030536979,0.045696314,0.004117344,-0.005403463,-0.038887169,-7.92E-09,0.060061023,0.082830012,5.31E-08,-0.051027611,0.004527714,0.008952551,-0.093758635,0.17157197,0.240821749,0.521047056,0.919456899,0.020962305,2.31E-05,-0.652555466,0.000810997,-0.03470853,-0.00202974,-0.737747848,-0.001235978,-1.04E-09,-0.874264061,5.29E-06,0.045387674,-0.670843601,-0.000859443,0.025690427,0.989397585,0.006217746,-0.028013218,-0.042929754,-0.851779819,0.887864232,-0.000475512,6.26E-05,0.051661033,0.005135552,0.671720803,-0.171493158,2.12E-07,-0.120589793,8.01E-06,-0.000516983,-4.86E-06,-0.002626896,-0.928123176,0.000561859,0.922548592,0.041808911,58
0.001527858,-0.289350569,0.002731588,-0.012580308,0.146395281,0.015189707,-0.217184514,-0.006310785,-0.369457692,0.107508063,-0.161460117,0.000269494,0.050173949,-0.684985816,8.61E-07,0.043807898,-0.002170018,0.95224762,-0.90054667,-0.419050485,3.69E-05,-0.002284314,0.672712624,-0.53340435,-6.64E-09,0.946001887,-0.203122944,-0.669341683,0.205991492,-0.001574422,0.164473519,0.007864251,-0.058806241,-0.002358169,-0.999970138,-0.384356469,0.691078901,-0.709820569,-0.335162252,0.154336214,-0.021144526,0.024864463,-0.951909125,0.932303846,0.061968137,-0.359366357,0.010081458,0.10552264,-0.02022635,-8.71E-05,-0.271336496,-2.20E-10,0.141612053,0.084360637,3.95E-13,-0.131213322,0.002427829,0.018783927,-0.359826177,0.439479738,0.369299352,0.486287713,0.839221299,0.015666418,4.18E-06,-0.632564485,7.10E-05,-0.987298787,-0.000150913,-0.984302402,-0.001446113,4.37E-08,-0.810487986,3.20E-07,0.080759846,-0.598016381,-0.058390439,0.031192491,0.994710505,0.032378592,0.121450961,-0.002130771,-0.188067317,0.955037177,-0.268768162,-0.000120122,-0.00949386,0.053912327,0.356460392,-0.137294918,1.19E-10,-0.151625618,2.78E-05,-0.001953126,-6.67E-08,-0.003097498,-0.982036531,0.000220073,0.391409785,0.007450455,58
0.061915532,-0.226826668,0.006995851,0.014420855,0.141175538,0.003885587,-0.200006261,0.542668879,-0.743120849,-0.563889027,0.178570494,0.001380749,0.032722019,-0.463591844,2.63E-05,-0.003433057,0.00045816,0.058734864,-0.928844213,-0.281695783,0.000183089,-0.001212646,0.955170274,-0.444124728,-1.61E-07,0.977288008,-0.233377352,-0.258756429,0.110637091,-0.001651632,0.023809109,0.035066772,-0.055004891,0.002091623,-0.98852694,-0.25937736,0.610583723,-0.155857489,-0.443446815,0.052888513,0.00600726,0.040106036,-0.971138597,0.498796999,0.262640357,0.001261414,0.030054577,0.048896492,0.000998298,-0.005489485,-0.036661047,-7.92E-09,0.062733583,0.077739589,8.36E-08,-0.052524883,0.004534194,0.008510794,-0.101173013,0.254468888,0.207257792,0.507124782,0.929072261,0.020411417,2.38E-05,-0.635325789,0.000936499,-0.036295816,-0.002227372,-0.74531585,-0.001085353,-1.12E-09,-0.871619701,5.13E-06,0.052075475,-0.653904438,-0.000654584,0.01977068,0.989022374,0.005896147,-0.030826401,-0.050601199,-0.856197357,0.92471832,-0.000442503,5.96E-05,0.05405296,0.005368771,0.66711247,-0.14960824,2.10E-07,-0.114055291,4.91E-06,-0.000458239,-4.85E-06,-0.002468193,-0.92465055,0.000477076,0.921602666,0.04409299,58
0.001527858,-0.289350569,0.002731588,-0.012580308,0.146395281,0.015189707,-0.217184514,-0.006310785,-0.369457692,0.107508063,-0.161460117,0.000269494,0.050173949,-0.684985816,8.61E-07,0.043807898,-0.002170018,0.95224762,-0.90054667,-0.419050485,3.69E-05,-0.002284314,0.672712624,-0.53340435,-6.64E-09,0.946001887,-0.203122944,-0.669341683,0.205991492,-0.001574422,0.164473519,0.007864251,-0.058806241,-0.002358169,-0.999970138,-0.384356469,0.691078901,-0.709820569,-0.335162252,0.154336214,-0.021144526,0.024864463,-0.951909125,0.932303846,0.061968137,-0.359366357,0.010081458,0.10552264,-0.02022635,-8.71E-05,-0.271336496,-2.20E-10,0.141612053,0.084360637,3.95E-13,-0.131213322,0.002427829,0.018783927,-0.359826177,0.439479738,0.369299352,0.486287713,0.839221299,0.015666418,4.18E-06,-0.632564485,7.10E-05,-0.987298787,-0.000150913,-0.984302402,-0.001446113,4.37E-08,-0.810487986,3.20E-07,0.080759846,-0.598016381,-0.058390439,0.031192491,0.994710505,0.032378592,0.121450961,-0.002130771,-0.188067317,0.955037177,-0.268768162,-0.000120122,-0.00949386,0.053912327,0.356460392,-0.137294918,1.19E-10,-0.151625618,2.78E-05,-0.001953126,-6.67E-08,-0.003097498,-0.982036531,0.000220073,0.391409785,0.007450455,58
0.06428922,-0.221678704,0.007718489,0.012862056,0.156374648,0.003373836,-0.197479695,0.518244207,-0.766058862,-0.57809943,0.179851487,0.001228976,0.030902278,-0.463487178,1.89E-05,-0.003624619,0.000203424,0.040766247,-0.930186152,-0.280783087,0.000159327,-0.001232178,0.955240607,-0.444048554,-1.26E-07,0.978896797,-0.219590873,-0.269881189,0.109275937,-0.001658365,0.023761533,0.034450985,-0.056063805,0.003217653,-0.98774451,-0.23668085,0.621522844,-0.170685783,-0.438303381,0.056721166,0.005996828,0.041699857,-0.969516218,0.521095037,0.277984113,-0.073152855,0.028014395,0.040592697,0.003476194,-0.005456305,-0.041024137,-8.49E-09,0.062015269,0.083818421,4.84E-08,-0.05235751,0.004636765,0.009060169,-0.096030928,0.268142939,0.201500937,0.527051449,0.91824013,0.020864081,2.39E-05,-0.661822975,0.000923707,-0.039439298,-0.001880412,-0.766461968,-0.001131224,-1.08E-09,-0.881881654,4.74E-06,0.050809395,-0.679873586,-0.000911678,0.020217832,0.988121212,0.006275391,-0.023902271,-0.046454743,-0.858976901,0.932376802,-0.000470329,6.24E-05,0.052689213,0.005777868,0.666937232,-0.148038402,2.03E-07,-0.117693231,3.07E-06,-0.00050414,-4.34E-06,-0.002627741,-0.931364179,0.000516066,0.918510616,0.043684434,58
