0,1,2,3,4,5,6,7,8,9,10
0.418682336807251,-0.6766882538795471,0.156477689743042,-0.040677398443222046,-0.130440816283226,-0.2526172697544098,0.843442976474762,0.3633846640586853,-0.753840446472168,0.20587533712387085,0.0
0.2788730561733246,-0.47916296124458313,0.47342684864997864,0.21302133798599243,-0.03395896777510643,-0.3709612190723419,0.9981921315193176,0.3742011487483978,-1.0574768781661987,-0.15928448736667633,0.0
0.2491813451051712,-0.4896126687526703,0.4755525588989258,0.18976828455924988,-0.011444094590842724,-0.3788892924785614,0.9650890827178955,0.37799185514450073,-1.063433051109314,-0.16165108978748322,0.0
0.45420870184898376,-0.7651088833808899,0.13260135054588318,-0.09404274076223373,-0.10552863776683807,-0.2895457446575165,0.9375306367874146,0.42303183674812317,-0.7963919639587402,0.26974818110466003,0.0
0.28956982493400574,-0.5700954794883728,0.5375805497169495,0.30708634853363037,-0.01438818871974945,-0.4992733299732208,1.1301751136779785,0.48588523268699646,-1.274336814880371,-0.16124595701694489,0.0
0.33478906750679016,-0.6609882712364197,0.5541008710861206,0.18537801504135132,-0.08858215063810349,-0.41476213932037354,1.2954050302505493,0.4815778136253357,-1.2926024198532104,-0.18763992190361023,0.0
0.27332058548927307,-0.5252112150192261,0.5071997046470642,0.25707170367240906,-0.04042089730501175,-0.4363526403903961,1.050247073173523,0.41540631651878357,-1.191992163658142,-0.18636806309223175,0.0
0.2858729064464569,-0.5437095761299133,0.5400665998458862,0.26330897212028503,-0.00023170436907093972,-0.44714581966400146,1.0731009244918823,0.43740832805633545,-1.2242447137832642,-0.17780137062072754,0.0
0.30757105350494385,-0.5734087228775024,0.5309585928916931,0.2824544608592987,-0.04389478266239166,-0.4551953971385956,1.1378788948059082,0.4386588931083679,-1.2529101371765137,-0.1801452487707138,0.0
0.2845843434333801,-0.5670214295387268,0.477235347032547,0.17050273716449738,-0.09410932660102844,-0.3484041392803192,1.069635272026062,0.36766737699508667,-1.1007717847824097,-0.16489794850349426,0.0
0.2833343744277954,-0.5697759985923767,0.503032922744751,0.2282470166683197,-0.04512621834874153,-0.4236809313297272,1.1126015186309814,0.45302847027778625,-1.1671483516693115,-0.1371808648109436,0.0
0.2729562222957611,-0.5258105397224426,0.5034648776054382,0.24010984599590302,-0.0013206154108047485,-0.41223952174186707,1.0522230863571167,0.42178401350975037,-1.1735411882400513,-0.12357010692358017,0.0
0.3598496615886688,-0.6543534994125366,0.5917373895645142,0.22929783165454865,-0.0863158330321312,-0.43663063645362854,1.293197751045227,0.5180177688598633,-1.3344706296920776,-0.23603062331676483,0.0
0.25996339321136475,-0.5145164728164673,0.4696553349494934,0.2092617303133011,-0.044823892414569855,-0.39805474877357483,1.0187690258026123,0.394561767578125,-1.1102555990219116,-0.0928577110171318,0.0
0.18063247203826904,-0.37382227182388306,0.33189842104911804,0.2166753113269806,-0.0013056452153250575,-0.3094239830970764,0.7118234634399414,0.277692973613739,-0.828031599521637,-0.09513569623231888,0.0
0.2096153348684311,-0.3122691214084625,0.39104756712913513,0.14790530502796173,-0.07505268603563309,-0.18313422799110413,0.7696464657783508,0.3251809775829315,-0.773314893245697,-0.10634711384773254,0.0
0.2897392511367798,-0.6034056544303894,0.4864540100097656,0.17267663776874542,-0.07990028709173203,-0.36467623710632324,1.1033272743225098,0.4191960394382477,-1.1131596565246582,-0.11969702690839767,0.0
0.2284197062253952,-0.3990512788295746,0.4057411253452301,0.1896693855524063,-0.0659472793340683,-0.27200207114219666,0.8661430478096008,0.3514264225959778,-0.8714321851730347,-0.15610426664352417,0.0
0.3152150511741638,-0.607628345489502,0.5165116190910339,0.22147080302238464,-0.07523034512996674,-0.4120378792285919,1.176535964012146,0.46610188484191895,-1.2301807403564453,-0.22739830613136292,0.0
