Num Epochs,Output Dim,Margin,Batch Size,Accuracy,Precision,Recall,F1
1000,10,1,16,0.495833333,0.541786948,0.501500866,0.514540127
1000,10,1,32,0.379166667,0.401069804,0.386259625,0.387978157
1000,10,1,64,0.304166667,0.3009016,0.311936689,0.302585
1000,10,3,16,0.579166667,0.625164967,0.582667787,0.595223836
1000,10,3,32,0.395833333,0.421495776,0.406326241,0.409571314
1000,10,3,64,0.2625,0.281219591,0.271755816,0.27217875
1000,10,5,16,0.558333333,0.582466956,0.57048373,0.574166708
1000,10,5,32,0.475,0.521723086,0.481971966,0.497221226
1000,10,5,64,0.329166667,0.350730096,0.335761276,0.341650896
1000,50,1,16,0.458333333,0.510330134,0.470786905,0.481471349
1000,50,1,32,0.4125,0.4672752,0.425037122,0.434668945
1000,50,1,64,0.3125,0.302853059,0.327737732,0.312005766
1000,50,3,16,0.579166667,0.611201582,0.587662518,0.595051639
1000,50,3,32,0.454166667,0.475030896,0.460102379,0.465471984
1000,50,3,64,0.241666667,0.237410055,0.251569981,0.240219594
1000,50,5,16,0.633333333,0.663060374,0.638819832,0.639616214
1000,50,5,32,0.45,0.468782963,0.457317155,0.458710208
1000,50,5,64,0.379166667,0.390414264,0.3931243,0.388605368
1000,100,1,16,0.458333333,0.47447103,0.473874824,0.465831067
1000,100,1,32,0.354166667,0.381098158,0.368509014,0.368827444
1000,100,1,64,0.279166667,0.282717283,0.283350862,0.276343014
1000,100,3,16,0.566666667,0.598702136,0.575665057,0.581877977
1000,100,3,32,0.454166667,0.472109586,0.461820787,0.465454511
1000,100,3,64,0.316666667,0.34758794,0.330389103,0.331436609
1000,100,5,16,0.579166667,0.623809602,0.584890557,0.600034178
1000,100,5,32,0.4125,0.440180399,0.425445691,0.426563524
1000,100,5,64,0.375,0.409689248,0.387581178,0.393145843
2000,10,1,16,0.729166667,0.763620795,0.739113649,0.744811233
2000,10,1,32,0.6125,0.63216952,0.625510923,0.623662007
2000,10,1,64,0.475,0.548334219,0.484118465,0.50788719
2000,10,3,16,0.795833333,0.808599738,0.804046163,0.803329519
2000,10,3,32,0.695833333,0.714237566,0.705399264,0.704639556
2000,10,3,64,0.604166667,0.649361997,0.611913747,0.62239219
2000,10,5,16,0.795833333,0.814362991,0.807992716,0.80418326
2000,10,5,32,0.691666667,0.711112732,0.701802531,0.702787102
2000,10,5,64,0.6,0.644459776,0.606646666,0.619154176
2000,50,1,16,0.770833333,0.799653744,0.781765338,0.784403435
2000,50,1,32,0.633333333,0.651561777,0.638929575,0.636320271
2000,50,1,64,0.458333333,0.488193482,0.472110489,0.476150111
2000,50,3,16,0.775,0.800095805,0.783194083,0.786405864
2000,50,3,32,0.645833333,0.666548549,0.658327429,0.654925556
2000,50,3,64,0.5625,0.620406511,0.573028575,0.587150098
2000,50,5,16,0.833333333,0.843170426,0.843046017,0.840873623
2000,50,5,32,0.716666667,0.740599082,0.733363466,0.729462234
2000,50,5,64,0.658333333,0.69772961,0.666316386,0.675674369
2000,100,1,16,0.716666667,0.737897895,0.730530143,0.730189981
2000,100,1,32,0.591666667,0.633514989,0.604494671,0.616667507
2000,100,1,64,0.5,0.522965309,0.51148039,0.509500859
2000,100,3,16,0.758333333,0.766917972,0.766462221,0.765860811
2000,100,3,32,0.683333333,0.699444879,0.690742012,0.691245002
2000,100,3,64,0.545833333,0.59206338,0.560895129,0.569584753
2000,100,5,16,0.841666667,0.852173064,0.851790234,0.848292087
2000,100,5,32,0.725,0.743940581,0.735790002,0.735700565
2000,100,5,64,0.658333333,0.696158712,0.667406858,0.676247828
3000,10,1,16,0.8125,0.819196854,0.82201003,0.817156801
3000,10,1,32,0.716666667,0.741036381,0.725238125,0.727210578
3000,10,1,64,0.6125,0.648385095,0.618754703,0.625865712
3000,10,3,16,0.858333333,0.863666428,0.863918428,0.861256775
3000,10,3,32,0.820833333,0.844601618,0.826678577,0.832439365
3000,10,3,64,0.695833333,0.733775998,0.701075366,0.709423884
3000,10,5,16,0.845833333,0.861424394,0.856995666,0.852762318
3000,10,5,32,0.775,0.795043505,0.78601586,0.785061882
3000,10,5,64,0.7,0.727775169,0.71256518,0.712107365
3000,50,1,16,0.804166667,0.828081422,0.815542518,0.816233487
3000,50,1,32,0.691666667,0.715539047,0.705951974,0.708191751
3000,50,1,64,0.5875,0.648874784,0.596396337,0.614169152
3000,50,3,16,0.920833333,0.930991012,0.927966789,0.925024847
3000,50,3,32,0.7375,0.758344083,0.748189842,0.748773983
3000,50,3,64,0.683333333,0.709954284,0.692768632,0.694838669
3000,50,5,16,0.858333333,0.872086256,0.862486107,0.864568049
3000,50,5,32,0.75,0.774026266,0.761278857,0.761163722
3000,50,5,64,0.683333333,0.711831458,0.691549702,0.697686447
3000,100,1,16,0.825,0.838837194,0.840601014,0.836312214
3000,100,1,32,0.679166667,0.694131534,0.692336902,0.686728416
3000,100,1,64,0.5875,0.602646966,0.599435145,0.597478519
3000,100,3,16,0.845833333,0.861133888,0.856633077,0.852012683
3000,100,3,32,0.679166667,0.69472473,0.69118894,0.686093482
3000,100,3,64,0.666666667,0.683735683,0.682377435,0.679515476
3000,100,5,16,0.875,0.878632338,0.884167682,0.87973513
3000,100,5,32,0.8875,0.907254563,0.892511994,0.896228638
3000,100,5,64,0.7125,0.729574347,0.725487243,0.723803575
