0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-0.014523959,0.058412768,0.000477156,-0.26394305,-8.00E-05,0.83870554,0.004881982,-0.014911949,0.5166046,0.65437055,-0.25570032,0.09904899,0.5049701,0.70733404,-0.20712487,0.01912998,-0.093956485,0.040771514,0.17664787,-0.017181914,0.012368764,0.00436039,-0.050862435,-0.36151898,-0.62103105,0.039336115,-0.32176033,0.065685205,-0.38361928,-0.33822083,0.008222796,-0.72870606,-0.34797922,-0.026841056,0.47457278,0.35468256,-0.092442855,-0.23196067,-0.004220937,-0.08428707,0.060177304,0.44879565,0.002888864,-0.000374454,0.19732863,0.3088885,-0.29441452,-0.15317982,-0.12018848,-0.820236,-0.069625884,0.4702627,-0.33140147,-0.014281569,0.03253882,0.1980029,-0.18365595,-0.27916682,0.08303358,-8.68E-05,-0.01113731,-0.053466566,0.00088438,0.015354857,-0.087706275,0.000220814,0.001951036,0.006728168,0.108542725,0.06308791,-0.03095777,0.013827994,0.039563477,-0.019663062,-0.01138451,-0.3777062,-0.20833692,-0.28678122,-0.011562897,0.031598546,-0.011621526,-0.003908391,-0.16054776,0.404616,0.36674425,-0.041469432,0.18437824,0.16610314,0.44709855,-0.068979934,0.043604266,-0.23371726,0.19021443,-0.006501064,-0.10962447,-0.5492636,-0.09776311,-0.05164493,0.15746139,-0.037107855,0
0.002073102,0.04496238,-0.011741092,-0.05881788,-0.17548199,0.12104915,0.003549849,-0.038403615,0.19774373,0.80580586,-0.2470486,0.025194244,0.8020246,0.3221038,-0.16234128,0.007558011,-0.005437162,0.028922893,0.0481861,0.01890513,-0.025803724,0.003626486,-0.011435893,-0.22606282,-0.15110435,-0.506217,-0.1984304,0.15371299,-0.17344664,-0.18715152,0.001735089,-0.5242819,-0.0499467,-0.012031476,0.6146784,0.20280628,-0.07824814,-0.24663414,-0.000116497,-0.018269539,0.005080791,0.38886577,0.002378574,-0.001252147,0.22208568,0.016821181,-0.13898009,-0.12729818,-0.074035496,-0.73959005,-0.025793396,-0.1891804,-0.038338378,-0.014837005,0.23536882,0.18592863,-0.12704498,-0.03781986,0.01791827,-0.008867223,0.000342677,-0.010505683,0.06348034,0.043486103,-0.049993493,1.65E-05,0.003867896,0.002525478,0.48804235,0.017512616,-0.001447045,-0.30876157,0.009773598,-0.015487735,-0.042930342,-0.05249455,-0.07982131,-0.109286614,0.000768032,0.009979174,-0.000775889,-0.002338126,-0.12417128,0.03049088,-0.005728024,-0.10963609,0.2715573,0.032066066,0.19734924,-0.030936293,0.06362085,-0.02945974,0.10058074,-0.006450415,0.009112561,-0.112705864,-0.0910497,-0.29748303,0.06103308,0.20954514,0
0.038274746,0.113214076,-0.005403025,-0.4075594,2.38E-05,0.5166086,0.010006373,-0.035038892,0.39456272,0.5540427,-0.407278,0.09905297,0.5583982,0.69958043,-0.20809521,-0.00045915,-0.054721005,0.07784031,0.22431841,0.019409392,-0.042752493,0.005593667,-0.09196064,-0.47162217,-0.52728987,-0.20751178,-0.30992728,0.21578015,0.2023363,-0.4450815,-0.015761659,-0.6964215,-0.34714428,-0.024990568,0.5305043,0.5162102,-0.08195555,-0.22164224,-0.007499696,-0.066745296,-0.001639852,0.40259707,0.001189532,-0.000959716,0.33658457,0.31862035,-0.20114905,-0.13402249,-0.10300842,-0.841143,-0.19975606,0.61179,-0.38874507,-0.010013346,0.32697132,0.4261827,-0.35271728,-0.06572121,-0.11748013,-0.00675296,-0.07787203,-0.050988983,0.016781595,0.030267557,-0.08294969,0.000240344,0.019988105,0.012977124,0.1929758,0.086519405,-0.011886245,0.03706789,0.025441159,-0.008233988,0.047606047,-0.38308027,-0.14914621,-0.07478819,-0.00535844,-0.1025615,-0.010414383,-0.000195683,-0.18334284,0.2037192,0.58692336,0.028860545,0.49135488,0.07802571,0.43172416,-0.04584364,0.101410985,0.030001301,-0.089702964,-0.004358763,-0.35193163,-0.33655864,-0.21799491,-0.062097296,0.18312311,-0.027787564,0
0.06977054,0.016869979,-0.004529746,-0.005775186,-0.18211071,-0.31230217,0.021629855,-0.003224757,0.16748671,0.80216384,-0.15824905,0.005146402,0.8039631,0.24169843,-0.16374032,0.001539924,-0.001475192,-0.34535015,0.050157946,0.004861618,-0.05810693,0.001705491,-0.004573201,-0.30237326,-0.07347652,-0.38401693,-0.19053829,0.123931825,-0.043500565,-0.24028468,0.004365723,-0.05853522,-0.02025864,-0.013363922,0.53891146,0.19290781,0.032785013,-0.41579366,-0.002012817,-0.008298197,-0.000193676,0.4204396,0.001006198,-0.000431665,0.21700075,0.010393899,-0.12226064,-0.06640961,-0.03411977,-0.003034922,-0.005071246,0.022734262,-0.024043696,0.006298706,0.12708144,0.24419145,-0.14341563,-0.028418208,0.02786365,-0.007182051,0.000181353,-0.007098426,0.039731085,0.13980478,-0.007532369,2.76E-07,0.003880645,0.062420357,0.40915307,0.015600923,0.13262694,-0.4075067,0.008356535,-0.010193193,-0.049649425,-0.042287536,-0.002009069,0.11290696,-0.004464691,0.008157815,-7.20E-05,-0.000117199,-0.020832747,0.024843043,0.32834858,0.012975874,0.33519915,0.021494828,0.19776593,-0.000732992,0.2330969,-0.02563324,-0.004086311,-0.007113566,0.008721192,-0.034922924,-0.22542264,-0.6263559,0.06589935,0.041145302,0
-0.020094408,0.18869889,0.012055134,-0.24311718,-0.000146382,0.7460108,0.004058974,-0.01648481,0.5975302,0.54977995,-0.21745983,0.19108921,0.6435409,0.6996946,-0.2215874,0.01914142,-0.13921778,0.071810186,0.28793463,0.035832927,-0.013912078,0.001323932,-0.08525902,-0.3656633,-0.7201452,-0.30769432,-0.28702486,0.31244332,-0.2763884,-0.17032261,0.04032076,-0.8068426,-0.4777835,-0.031740986,0.622469,0.38841107,-0.18752946,-0.24817501,-0.001425645,-0.049273606,0.002940359,0.43612036,0.002802552,-0.000702845,0.06893601,0.12540409,-0.21616274,-0.15691453,-0.061497148,-0.8259921,-0.081612684,0.50737214,-0.33846116,-0.023560442,0.24275367,0.23763996,-0.63463783,-0.2962025,-0.07648342,7.03E-05,-0.03397718,-0.037298966,0.003611923,0.050865762,-0.071393944,0.000175196,0.030067658,0.006583876,0.23342419,0.11828047,-0.030787708,0.031556893,0.03848151,-0.018417178,-0.033408344,-0.39837795,-0.2083526,-0.12720603,9.21E-05,-0.2607366,-0.001405513,-0.00270651,-0.304704,0.3040875,0.59033716,-0.028824627,0.3223428,0.046811014,0.6048111,-0.26110718,0.045584694,-0.17242132,0.18024623,-0.007409069,-0.030261964,-0.49747932,-0.097392656,-0.04815791,0.28315374,-0.03922914,0
-0.009069089,0.03490123,-0.010183948,-0.1417598,-0.16617735,0.20490724,0.003918159,-0.040600736,0.25412467,0.797548,-0.19488181,0.057522938,0.7494952,0.4711889,-0.17008854,0.00287743,-0.001745173,-0.21656407,0.036656454,-0.001898929,-0.032707363,0.006337631,-0.00515827,-0.25229177,-0.27137697,-0.54314554,-0.22380471,0.17637458,-0.04593374,-0.20177987,-0.003070594,-0.60471386,-0.08349888,-0.012330202,0.6342859,0.18931815,-0.07840461,-0.21918604,-0.000364951,-0.032802325,0.017055875,0.5322516,0.002644235,0.011386273,0.2710187,0.004894758,-0.17077303,-0.15333728,-0.08010969,-0.8553492,-0.018096725,-0.108360924,-0.0480508,-0.016149549,0.24130258,0.21007402,-0.27124873,-0.03727133,0.049483884,-0.001652278,0.001034879,-0.015096781,0.05299643,0.043579627,-0.060298946,2.38E-05,0.001716289,0.00252326,0.4552687,0.02156316,-0.02044687,-0.121290155,0.002912411,-0.011395512,-0.032987796,-0.087252885,-0.080129266,-0.15660243,-0.001297119,0.026102414,-0.001294688,-0.00257008,-0.14845939,0.12071214,0.02210323,-0.15833509,0.34198058,0.03830191,0.21381126,-0.028345888,0.24430493,-0.04609687,0.18550467,-0.005745444,-0.002673702,-0.1894351,-0.15522125,-0.20214747,0.06902583,0.15507168,0
0.012604723,0.0574633,-0.011990265,-0.20087044,-9.75E-05,0.7201028,0.004893513,-0.028947873,0.4286299,0.62532276,-0.30154148,0.12634093,0.6901808,0.57006943,-0.1762458,0.015599791,-0.08681452,-0.17403409,0.058615457,-0.014538555,-0.00849242,0.005944328,-0.042171933,-0.36216152,-0.43073723,-0.34527844,-0.23347087,0.114902675,-0.11753731,-0.31548834,0.008753064,-0.7523149,-0.1860427,-0.023392895,0.5800338,0.27262938,-0.02988863,-0.19253795,-0.002138531,-0.084741816,0.038946886,0.36212468,0.003031531,-0.000277007,0.33881125,0.038062952,-0.21875201,-0.1742448,-0.18022227,-0.83172846,-0.04842738,0.17853175,-0.13715453,-0.011045951,-0.24199265,0.20576334,-0.40770537,-0.10133324,0.037724353,0.002235942,-0.11270553,-0.0430734,0.001226571,0.04942572,-0.09368446,5.28E-05,0.009861201,0.004192044,0.3285201,0.042917587,0.021140024,-0.001992662,0.05026526,-0.009916561,-0.002760271,-0.24041368,-0.046411216,-0.20501642,-0.002281679,0.026237823,-0.003553917,-0.002984162,-0.13610384,0.34107777,0.30683196,-0.059217922,0.070456624,0.076528355,0.3048017,-0.091753095,0.20941336,0.012499131,0.17447339,-0.004615589,-0.054453917,-0.4609114,-0.26162237,-0.066774,0.12623516,-0.0348664,0
-0.010542643,0.21081702,-0.003033772,-0.33833075,4.75E-09,0.83079064,0.006224679,0.078607164,0.6115757,-0.31066847,-0.30040637,0.48796868,0.62584865,0.6644279,-0.2592495,0.040110517,-0.36776763,0.14146455,0.37366202,0.064428605,-0.012932641,4.27E-05,-0.49917608,-0.36128512,-0.6214549,0.6873762,-0.65101707,0.09713889,0.16745768,-0.83332765,0.019267943,-0.84517825,-0.70159924,-0.057449594,0.4240185,0.31365514,-0.25411054,-0.3025598,-0.07382054,-0.2679003,-0.00130642,-0.047879532,0.003666506,-0.000192387,0.14748591,-0.15725555,-0.76481736,-0.024647534,-0.1333459,-0.73048437,-0.31292218,0.64970607,-0.6553073,0.2527241,-0.02831716,0.32357547,-0.48735797,0.39660776,-0.20207438,-0.000130781,-0.073069565,-0.06726885,0.022639785,0.06175819,-0.17629273,0.000230525,0.07195903,0.008765718,-0.011456357,0.09995736,-0.0376984,0.057358395,0.04799086,-0.029823026,0.1297596,-0.47693464,-0.007839205,-0.053744193,0.009112177,-0.14518231,-0.015063617,-0.003638556,-0.12283666,0.013322237,0.6482406,-0.033932894,0.26517764,0.48534936,0.9572987,-0.10690741,0.078372985,0.38806328,0.30192226,-0.009810881,-0.45446604,-0.7283487,-0.16820991,-0.009787591,0.6183436,-0.030878842,0
-0.012480184,0.07738278,0.001103613,-0.09421787,2.32E-05,0.84484637,0.005242938,0.028194427,0.6892619,0.45338506,-0.22533481,0.13309549,0.58275974,0.76105297,-0.2098168,0.012185716,-0.18610522,0.07950596,0.20608436,0.02504286,0.016142545,0.011621862,-0.26378453,-0.36150306,-0.7252302,0.7732096,-0.42394048,0.14172633,-0.21556345,-0.2203658,0.01594407,-0.76979876,-0.7501135,-0.027881434,0.46296787,0.26839662,-0.29989773,-0.23833318,-0.017088637,-0.08137209,0.007428765,0.31960952,0.002926986,-0.000488086,0.07597606,0.32218784,-0.3423658,0.017148465,-0.11076003,-0.81938386,-0.19690827,0.6522578,-0.53614837,0.013407791,0.11008282,0.18736967,-0.54785764,-0.5908799,-0.07328291,-0.0001056,-0.007574624,-0.05593706,0.004984638,0.047406524,-0.09201312,0.000258599,0.04773576,0.00813563,-0.003939131,0.15024489,-0.032540936,0.022197861,0.024455052,-0.021012938,0.052235406,-0.4421659,-0.19218747,-0.140767,0.001133205,-0.06605257,-0.012089641,-0.003993314,-0.11394468,0.24591488,0.62853986,-0.030440692,0.17044654,0.23036431,0.920406,-0.16623329,0.023538288,-0.31816122,0.2057085,-0.012183246,-0.4537893,-0.7159531,-0.10387399,-0.013646668,0.44963774,-0.034934983,0
0.035871338,0.042289164,-0.005788766,-0.17136082,-0.017544452,0.21940747,0.005529643,-0.04448317,0.09501825,0.79080844,-0.29831913,0.018969962,0.7445918,0.49820074,-0.16785638,0.007890672,-0.00365922,-0.18548432,0.06826135,-0.006295574,-0.053045616,0.026992546,-0.005434669,-0.38513452,-0.07551628,-0.57432306,-0.2409002,0.1922076,-0.26390603,-0.21036288,-0.022134487,-0.33799854,-0.05863719,-0.017461117,0.60323143,0.4144686,-0.055356853,-0.25062498,-0.002491538,-0.020811636,0.002575918,0.49546313,0.000810056,0.000190734,0.37006265,0.0392024,-0.14681415,-0.1072556,-0.051211677,-0.83179706,-0.019474715,0.08324548,-0.03230287,-0.004913525,0.3598553,0.46148595,-0.19756223,-0.041115373,0.05535053,-0.002624304,-0.000653405,-0.020892562,0.09106566,0.029914308,-0.045189776,-0.000174415,0.003013826,0.006020048,0.4533484,0.018740643,-0.012137424,-0.035961516,0.00033993,-0.01550999,-0.05190344,-0.08189208,-0.018711954,0.12029287,-0.005256267,0.017357599,-0.000780208,-0.000140847,-0.0704312,0.18384677,0.11120586,-0.062069472,0.5585903,0.032271784,0.21802627,-0.026013121,0.2843852,-0.042706754,0.12060577,-0.007300608,0.10171687,-0.11864899,-0.10765723,-0.50674665,0.044852145,0.11069007,0
