Num Epochs,Output Dim,Margin,Batch Size,Accuracy,Precision,Recall,F1
1000,10,1,16,0.961538462,0.957784687,0.957790197,0.957760303
1000,10,1,32,0.952797203,0.939304771,0.9503401,0.944514235
1000,10,1,64,0.947552448,0.936153745,0.932546619,0.934219612
1000,10,3,16,0.961538462,0.945210664,0.957790197,0.951177897
1000,10,3,32,0.95979021,0.945950228,0.963655239,0.954121411
1000,10,3,64,0.954545455,0.9391671,0.945818982,0.942381401
1000,10,5,16,0.961538462,0.944691342,0.956919159,0.950498058
1000,10,5,32,0.947552448,0.930184744,0.944228252,0.936469278
1000,10,5,64,0.951048951,0.926873182,0.949955213,0.937243952
1000,50,1,16,0.956293706,0.944668053,0.952808392,0.948618481
1000,50,1,32,0.952797203,0.949705346,0.950683874,0.950139342
1000,50,1,64,0.947552448,0.94429531,0.933675879,0.938580626
1000,50,3,16,0.952797203,0.943692555,0.950511987,0.946988317
1000,50,3,32,0.958041958,0.952617456,0.954192646,0.953282452
1000,50,3,64,0.947552448,0.945030529,0.939409364,0.942099268
1000,50,5,16,0.963286713,0.951832668,0.966252641,0.958702446
1000,50,5,32,0.961538462,0.957180823,0.95591901,0.956521647
1000,50,5,64,0.954545455,0.944450767,0.952552616,0.948319042
1000,100,1,16,0.95979021,0.948245581,0.963784349,0.955608258
1000,100,1,32,0.952797203,0.948300705,0.935313463,0.941443036
1000,100,1,64,0.951048951,0.945889727,0.950170658,0.947904727
1000,100,3,16,0.954545455,0.943685703,0.951853464,0.94761458
1000,100,3,32,0.947552448,0.947352007,0.943486324,0.945286343
1000,100,3,64,0.947552448,0.937673811,0.932374732,0.934917735
1000,100,5,16,0.95979021,0.949419772,0.95644872,0.952848595
1000,100,5,32,0.952797203,0.927224127,0.937485648,0.932105739
1000,100,5,64,0.951048951,0.947406601,0.94222143,0.944560077
2000,10,1,16,0.966783217,0.962464744,0.967290676,0.964767478
2000,10,1,32,0.95979021,0.953919217,0.956620607,0.955187169
2000,10,1,64,0.954545455,0.946305747,0.951294245,0.948609826
2000,10,3,16,0.965034965,0.949966374,0.973585825,0.960665838
2000,10,3,32,0.958041958,0.953353587,0.961356388,0.957240368
2000,10,3,64,0.956293706,0.943913191,0.946988572,0.945339424
2000,10,5,16,0.975524476,0.969743904,0.982291848,0.975697672
2000,10,5,32,0.968531469,0.961644088,0.969191372,0.965329411
2000,10,5,64,0.961538462,0.956599976,0.957048269,0.956798637
2000,50,1,16,0.966783217,0.953888853,0.961729078,0.957650655
2000,50,1,32,0.958041958,0.937260274,0.954450867,0.945236767
2000,50,1,64,0.958041958,0.954193876,0.95427898,0.954232831
2000,50,3,16,0.966783217,0.956435716,0.967892671,0.961817732
2000,50,3,32,0.95979021,0.934731439,0.9627842,0.947160939
2000,50,3,64,0.95979021,0.931271353,0.963085198,0.944977662
2000,50,5,16,0.972027972,0.961691223,0.979823556,0.970081046
2000,50,5,32,0.965034965,0.950511983,0.953352968,0.951869616
2000,50,5,64,0.963286713,0.958800671,0.959088899,0.95891458
2000,100,1,16,0.961538462,0.952522126,0.944021931,0.94783152
2000,100,1,32,0.961538462,0.945998204,0.964125678,0.95439107
2000,100,1,64,0.958041958,0.952160976,0.955580127,0.953796839
2000,100,3,16,0.973776224,0.961702926,0.974388623,0.96773952
2000,100,3,32,0.968531469,0.957936149,0.970320632,0.96382986
2000,100,3,64,0.95979021,0.953993951,0.949456864,0.951550767
2000,100,5,16,0.972027972,0.956451827,0.979694446,0.966937067
2000,100,5,32,0.966783217,0.956796945,0.968850044,0.962523925
2000,100,5,64,0.961538462,0.951591198,0.957919308,0.954669803
3000,10,1,16,0.968531469,0.95289531,0.969191372,0.960405618
3000,10,1,32,0.97027972,0.963753417,0.971318336,0.967447469
3000,10,1,64,0.95979021,0.93670016,0.96265509,0.948092535
3000,10,3,16,0.973776224,0.968575879,0.980993147,0.974449183
3000,10,3,32,0.965034965,0.949934322,0.965722931,0.957169221
3000,10,3,64,0.961538462,0.954817458,0.944021931,0.949033021
3000,10,5,16,0.975524476,0.96793311,0.975687324,0.97170833
3000,10,5,32,0.966783217,0.951294311,0.968021782,0.959018364
3000,10,5,64,0.968531469,0.963957461,0.969718637,0.966740476
3000,50,1,16,0.972027972,0.966033963,0.973089922,0.969464438
3000,50,1,32,0.966783217,0.949815457,0.96098715,0.955093412
3000,50,1,64,0.966783217,0.962912516,0.976056563,0.969156047
3000,50,3,16,0.972027972,0.954285746,0.973089922,0.963040149
3000,50,3,32,0.963286713,0.959600714,0.964252343,0.961804468
3000,50,3,64,0.965034965,0.953222425,0.960688598,0.956861838
3000,50,5,16,0.975524476,0.969703104,0.982592846,0.975832129
3000,50,5,32,0.963286713,0.947275145,0.958917012,0.952805986
3000,50,5,64,0.965034965,0.953352281,0.966422083,0.959575157
3000,100,1,16,0.972027972,0.965026334,0.965926179,0.965459974
3000,100,1,32,0.963286713,0.945148806,0.958389747,0.951445356
3000,100,1,64,0.965034965,0.958888829,0.960516711,0.959677172
3000,100,3,16,0.975524476,0.968489843,0.982721956,0.975276558
3000,100,3,32,0.975524476,0.969902741,0.982162738,0.975674655
3000,100,3,64,0.968531469,0.962558026,0.970019635,0.966196008
3000,100,5,16,0.975524476,0.969856232,0.982463735,0.975812729
3000,100,5,32,0.975524476,0.968745983,0.975687324,0.972118586
3000,100,5,64,0.973776224,0.962854014,0.980993147,0.971247227
